2024-09-11 19:51:33,433 INFO    StreamThr :3307397 [internal.py:wandb_internal():85] W&B internal server running at pid: 3307397, started at: 2024-09-11 19:51:33.432627
2024-09-11 19:51:33,434 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: status
2024-09-11 19:51:33,436 INFO    WriterThread:3307397 [datastore.py:open_for_write():87] open: /home/consorzio/Technoscience/Research/TNNformers/nanoGPT/wandb/run-20240911_195133-pil5t21i/run-pil5t21i.wandb
2024-09-11 19:51:33,437 DEBUG   SenderThread:3307397 [sender.py:send():391] send: header
2024-09-11 19:51:33,440 DEBUG   SenderThread:3307397 [sender.py:send():391] send: run
2024-09-11 19:51:33,857 INFO    SenderThread:3307397 [dir_watcher.py:__init__():211] watching files in: /home/consorzio/Technoscience/Research/TNNformers/nanoGPT/wandb/run-20240911_195133-pil5t21i/files
2024-09-11 19:51:33,857 INFO    SenderThread:3307397 [sender.py:_start_run_threads():1200] run started: pil5t21i with start time 1726077093.432412
2024-09-11 19:51:33,871 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: run_start
2024-09-11 19:51:33,902 DEBUG   HandlerThread:3307397 [system_info.py:__init__():26] System info init
2024-09-11 19:51:33,902 DEBUG   HandlerThread:3307397 [system_info.py:__init__():41] System info init done
2024-09-11 19:51:33,902 INFO    HandlerThread:3307397 [system_monitor.py:start():194] Starting system monitor
2024-09-11 19:51:33,903 INFO    SystemMonitor:3307397 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-11 19:51:33,903 INFO    HandlerThread:3307397 [system_monitor.py:probe():214] Collecting system info
2024-09-11 19:51:33,904 INFO    SystemMonitor:3307397 [interfaces.py:start():188] Started cpu monitoring
2024-09-11 19:51:33,905 INFO    SystemMonitor:3307397 [interfaces.py:start():188] Started disk monitoring
2024-09-11 19:51:33,906 INFO    SystemMonitor:3307397 [interfaces.py:start():188] Started gpu monitoring
2024-09-11 19:51:33,906 INFO    SystemMonitor:3307397 [interfaces.py:start():188] Started memory monitoring
2024-09-11 19:51:33,907 INFO    SystemMonitor:3307397 [interfaces.py:start():188] Started network monitoring
2024-09-11 19:51:33,944 DEBUG   HandlerThread:3307397 [system_info.py:probe():152] Probing system
2024-09-11 19:51:33,946 DEBUG   HandlerThread:3307397 [system_info.py:_probe_git():137] Probing git
2024-09-11 19:51:33,953 DEBUG   HandlerThread:3307397 [system_info.py:_probe_git():145] Probing git done
2024-09-11 19:51:33,953 DEBUG   HandlerThread:3307397 [system_info.py:probe():200] Probing system done
2024-09-11 19:51:33,953 DEBUG   HandlerThread:3307397 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-513.11.1.el8_9.x86_64-x86_64-with-glibc2.28', 'python': '3.12.3', 'heartbeatAt': '2024-09-11T17:51:33.944992', 'startedAt': '2024-09-11T17:51:33.427671', 'docker': None, 'cuda': None, 'args': ('config/higher_order.py',), 'state': 'running', 'program': '/home/consorzio/Technoscience/Research/TNNformers/nanoGPT/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/karpathy/nanoGPT.git', 'commit': '9755682b981a45507f6eb9b11eadef8cb83cebd5'}, 'email': 'francesco.pappone99@gmail.com', 'root': '/home/consorzio/Technoscience/Research/TNNformers/nanoGPT', 'host': 'localhost.localdomain', 'username': 'consorzio', 'executable': '/home/consorzio/Technoscience/Research/TNNformers/venv/bin/python', 'cpu_count': 32, 'cpu_count_logical': 64, 'cpu_freq': {'current': 2105.860859375, 'min': 800.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 3045.049, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}, {'current': 2100.0, 'min': 800.0, 'max': 3200.0}], 'disk': {'/': {'total': 69.9658203125, 'used': 43.9884033203125}}, 'gpu': 'Tesla T4', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla T4', 'memory_total': 16106127360}], 'memory': {'total': 188.0313949584961}}
2024-09-11 19:51:33,953 INFO    HandlerThread:3307397 [system_monitor.py:probe():224] Finished collecting system info
2024-09-11 19:51:33,953 INFO    HandlerThread:3307397 [system_monitor.py:probe():227] Publishing system info
2024-09-11 19:51:33,954 INFO    HandlerThread:3307397 [system_monitor.py:probe():229] Finished publishing system info
2024-09-11 19:51:33,956 DEBUG   SenderThread:3307397 [sender.py:send():391] send: files
2024-09-11 19:51:33,956 INFO    SenderThread:3307397 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-11 19:51:34,022 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: python_packages
2024-09-11 19:51:34,023 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: python_packages
2024-09-11 19:51:34,023 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: stop_status
2024-09-11 19:51:34,023 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: stop_status
2024-09-11 19:51:34,024 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-11 19:51:34,067 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: partial_history
2024-09-11 19:51:34,320 DEBUG   SenderThread:3307397 [sender.py:send():391] send: telemetry
2024-09-11 19:51:34,321 DEBUG   SenderThread:3307397 [sender.py:send():391] send: history
2024-09-11 19:51:34,321 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: summary_record
2024-09-11 19:51:34,321 INFO    SenderThread:3307397 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-09-11 19:51:34,551 DEBUG   SenderThread:3307397 [sender.py:send():391] send: exit
2024-09-11 19:51:34,552 INFO    SenderThread:3307397 [sender.py:send_exit():598] handling exit code: 1
2024-09-11 19:51:34,552 INFO    SenderThread:3307397 [sender.py:send_exit():600] handling runtime: 0
2024-09-11 19:51:34,552 INFO    SenderThread:3307397 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-09-11 19:51:34,553 INFO    SenderThread:3307397 [sender.py:send_exit():606] send defer
2024-09-11 19:51:34,553 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,553 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 0
2024-09-11 19:51:34,553 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,553 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 0
2024-09-11 19:51:34,553 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 1
2024-09-11 19:51:34,554 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,554 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 1
2024-09-11 19:51:34,554 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,554 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 1
2024-09-11 19:51:34,554 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 2
2024-09-11 19:51:34,554 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,554 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 2
2024-09-11 19:51:34,554 INFO    HandlerThread:3307397 [system_monitor.py:finish():203] Stopping system monitor
2024-09-11 19:51:34,554 DEBUG   SystemMonitor:3307397 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-09-11 19:51:34,555 DEBUG   SystemMonitor:3307397 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-09-11 19:51:34,555 DEBUG   SystemMonitor:3307397 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-09-11 19:51:34,556 INFO    HandlerThread:3307397 [interfaces.py:finish():200] Joined cpu monitor
2024-09-11 19:51:34,556 INFO    HandlerThread:3307397 [interfaces.py:finish():200] Joined disk monitor
2024-09-11 19:51:34,575 INFO    wandb-upload_0:3307397 [upload_job.py:push():130] Uploaded file /tmp/tmp_a28bvj7wandb/p9ca6vdn-wandb-metadata.json
2024-09-11 19:51:34,658 INFO    HandlerThread:3307397 [interfaces.py:finish():200] Joined gpu monitor
2024-09-11 19:51:34,658 INFO    HandlerThread:3307397 [interfaces.py:finish():200] Joined memory monitor
2024-09-11 19:51:34,658 INFO    HandlerThread:3307397 [interfaces.py:finish():200] Joined network monitor
2024-09-11 19:51:34,658 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,658 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 2
2024-09-11 19:51:34,658 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 3
2024-09-11 19:51:34,658 DEBUG   SenderThread:3307397 [sender.py:send():391] send: stats
2024-09-11 19:51:34,659 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,659 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 3
2024-09-11 19:51:34,659 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,659 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 3
2024-09-11 19:51:34,659 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 4
2024-09-11 19:51:34,659 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,659 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 4
2024-09-11 19:51:34,659 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,659 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 4
2024-09-11 19:51:34,659 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 5
2024-09-11 19:51:34,659 DEBUG   HandlerThread:3307397 [handler.py:handle_request():158] handle_request: defer
2024-09-11 19:51:34,659 INFO    HandlerThread:3307397 [handler.py:handle_request_defer():184] handle defer: 5
2024-09-11 19:51:34,660 DEBUG   SenderThread:3307397 [sender.py:send():391] send: summary
2024-09-11 19:51:34,660 INFO    SenderThread:3307397 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-09-11 19:51:34,660 DEBUG   SenderThread:3307397 [sender.py:send_request():418] send_request: defer
2024-09-11 19:51:34,660 INFO    SenderThread:3307397 [sender.py:send_request_defer():622] handle sender defer: 5
2024-09-11 19:51:34,660 INFO    SenderThread:3307397 [sender.py:transition_state():626] send defer: 6
